taxid,desc,superkingdom,phylum,class,order,family,genus,species,toprank,LS001,LS002,LS003,LS004,LS005,LS006,LS007,CD-SRS301865,CD-SRS301866,CD-SRS301867,CD-SRS301868,CD-SRS301869,CD-SRS301870,CD-SRS301871,CD-SRS301872,CD-SRS301873,CD-SRS301874,CD-SRS301875,CD-SRS301876,CD-SRS301877,CD-SRS301878,CD-SRS301879,UC-SRS071964,UC-SRS071970,UC-SRS071978,UC-SRS071981,UC-SRS071982,UC-SRS071988,HE-SRS011061,HE-SRS011084,HE-SRS011134,HE-SRS011239,HE-SRS011271,HE-SRS011302,HE-SRS011405,HE-SRS011452,HE-SRS011529,HE-SRS011586,HE-SRS012273,HE-SRS012902,HE-SRS013158,HE-SRS013215,HE-SRS013687,HE-SRS013951,HE-SRS014235,HE-SRS014923,HE-SRS014979,HE-SRS015065,HE-SRS015217,HE-SRS015578,HE-SRS015663,HE-SRS016018,HE-SRS016095,HE-SRS016335,HE-SRS016495,HE-SRS017103,HE-SRS017433,HE-SRS018427,HE-SRS018656,HE-SRS020328,HE-SRS020869,HE-SRS022713
272831,Neisseria meningitidis FAM18,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis FAM18,0.000001,0.000003,0.000002,0.000003,0.000019,0.000003,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000007,0,0,0,0,0.000001,0.000001,0.000001,0.000001,0.000004,0.000001,0.000001,0,0,0,0.000001,0.000004,0,0.000001,0,0.000001,0,0.000001,0.000004,0.000001,0.000001,0.000001,0,0.000001,0.000001,0.000013,0.00001,0.000002,0,0,0.000001,0.000001,0.000001,0.000003,0.000001
935599,Neisseria meningitidis G2136,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis G2136,0.000001,0.000005,0.000003,0.000002,0.000004,0.000002,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0,0.000001,0.000001,0,0.000001,0,0,0.000001,0.000001,0.000002,0.000001,0.000001,0,0,0.000001,0,0.000006,0.000006,0.000002,0,0,0,0.000001,0.000002,0.000002,0
909420,Neisseria meningitidis H44/76,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis H44/76,0.000001,0.000006,0.000002,0.000001,0.000004,0.000001,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000002,0.000001,0,0,0.000001,0.000001,0.000001,0.000001,0.000002,0.000001,0,0.000001,0,0,0,0,0.000001,0,0,0,0,0.000001,0.000001,0.000001,0.000003,0,0,0.000002,0.000001,0.000001,0.00001,0.000015,0.000002,0.000001,0,0,0,0.000001,0.000001,0.000001
935595,Neisseria meningitidis M01-240013,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis M01-240013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935591,Neisseria meningitidis M01-240149,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis M01-240149,0.000001,0.000003,0.000001,0.000001,0.000002,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0.000001,0,0,0,0.000001,0.000001,0,0.000001,0,0.000001,0.000002,0,0,0,0,0.000001,0.000003,0.000002,0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0.000002,0,0.000007,0.00001,0,0,0,0,0,0.000002,0.000002,0.000001
935588,Neisseria meningitidis M01-240355,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis M01-240355,0.000001,0.000004,0.000002,0.000001,0.000007,0.000001,0.000002,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0.000008,0.000002,0,0,0,0.000001,0.000002,0,0.000001,0.000001,0,0.000001,0,0,0,0.000001,0.000001,0,0.000001,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0,0,0,0.00001,0.000012,0.000005,0,0,0,0,0.000001,0.000001,0.000001
935593,Neisseria meningitidis M04-240196,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis M04-240196,0.000001,0.000001,0.000001,0.000001,0.000004,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0.000001,0,0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0,0.000001,0,0,0,0.000001,0.000001,0,0,0,0,0.000003,0.000001,0.000001,0.000002,0.000001,0,0,0.000001,0.000001,0.000006,0.000007,0.000005,0,0,0,0,0.000001,0.000002,0
935590,Neisseria meningitidis M0579,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis M0579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095690,Neisseria meningitidis M13255,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis M13255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935594,Neisseria meningitidis M13399,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis M13399,0,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0
935587,Neisseria meningitidis M6190,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis M6190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095686,Neisseria meningitidis M7089,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis M7089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095685,Neisseria meningitidis M7124,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis M7124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122586,Neisseria meningitidis MC58,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis MC58,0.000001,0.000001,0.000001,0.000001,0.000002,0.000001,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0.000002,0.000016,0,0.000001,0.000001,0.000001,0.000002,0.000002,0.000001,0,0.000001,0,0,0.000001,0,0.000001,0,0.000001,0,0.000001,0.000001,0.000001,0,0.000003,0.000001,0,0,0.000002,0,0.000009,0.000017,0,0.000001,0.000001,0,0.000001,0.000001,0.000002,0.000002
562020,Neisseria meningitidis N1568,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis N1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095683,Neisseria meningitidis NM126,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis NM126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069611,Neisseria meningitidis NM140,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis NM140,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095684,Neisseria meningitidis NM174,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis NM174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069612,Neisseria meningitidis NM183,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis NM183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053687,Neisseria meningitidis NM220,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis NM220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000002,0
1055328,Neisseria meningitidis NM233,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis NM233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0
1069610,Neisseria meningitidis NM255,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis NM255,0,0,0,0,0,0,0,0,0,0,0.000001,0.000001,0.000001,0.000005,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069619,Neisseria meningitidis NM2657,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis NM2657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069613,Neisseria meningitidis NM2781,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis NM2781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069620,Neisseria meningitidis NM2795,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis NM2795,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069622,Neisseria meningitidis NM3001,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis NM3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000002,0,0,0,0,0,0,0,0,0,0
1069621,Neisseria meningitidis NM3081,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis NM3081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095670,Neisseria meningitidis NM3642,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis NM3642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095671,Neisseria meningitidis NM3652,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis NM3652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095689,Neisseria meningitidis NM418,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis NM418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095701,Neisseria meningitidis NM422,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis NM422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069615,Neisseria meningitidis NM576,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis NM576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095688,Neisseria meningitidis NM586,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis NM586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095687,Neisseria meningitidis NM762,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis NM762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935589,Neisseria meningitidis NZ-05/33,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis NZ-05/33,0.000001,0.000002,0.000002,0.000001,0.000003,0.000001,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000002,0,0,0,0,0.000001,0.000001,0,0.000001,0.000002,0,0.000002,0,0,0,0.000001,0.000001,0.000002,0.000002,0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0,0.000002,0,0.000007,0.00001,0.000001,0,0,0,0,0.000002,0.000002,0.000001
935592,Neisseria meningitidis OX99.30304,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis OX99.30304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942513,Neisseria meningitidis WUE 2594,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis WUE 2594,0.000001,0.000004,0.000002,0.000001,0.000003,0.000002,0.000002,0,0,0,0,0.000001,0.000001,0,0,0,0,0,0,0.000002,0,0,0.000004,0.000001,0,0,0,0.000001,0.000001,0.000001,0.000001,0.000001,0,0.000001,0,0,0.000001,0.000002,0.000001,0,0.000001,0,0.000001,0,0.000001,0.000003,0.000002,0.000001,0.000001,0,0.000001,0.000001,0.000014,0.000015,0.000002,0.000001,0,0.000001,0.000001,0.000004,0.000004,0.000001
122587,Neisseria meningitidis Z2491,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis Z2491,0.000001,0.000002,0.000001,0.000001,0.000003,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000006,0.000001,0,0,0,0.000001,0.000001,0.000001,0.000003,0.000003,0.000001,0.000001,0,0,0,0.000002,0.000001,0,0.000001,0,0.000001,0.000001,0.000001,0.000002,0.000002,0.000001,0.000004,0,0.000001,0.000001,0.000005,0.000009,0.000002,0.000001,0,0,0.000001,0.000002,0.000005,0.000001
546266,Neisseria mucosa ATCC 25996,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria mucosa,Neisseria mucosa ATCC 25996,0.000008,0.000011,0.00001,0.000009,0.000029,0.000008,0.000011,0.000001,0,0.000001,0.000001,0.000002,0.000003,0.000005,0,0.000008,0.000001,0.00001,0,0.000001,0,0.000001,0.000185,0.000016,0.000001,0,0.000008,0.000022,0.000007,0.000003,0.000006,0.000006,0.000002,0.000004,0.000001,0,0.000003,0.000004,0.000002,0.000001,0.000004,0,0.000005,0.000007,0.000002,0.000007,0.000008,0.000004,0.000002,0.000003,0.000003,0.000003,0.000009,0.000029,0.000007,0.000001,0,0.000001,0.000004,0.000007,0.000009,0.000003
435832,Neisseria mucosa C102,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria mucosa,Neisseria mucosa C102,0.000003,0.000008,0.000005,0.000005,0.000012,0.000005,0.000005,0.000003,0.000002,0,0,0.000001,0.000001,0,0.000003,0,0.000002,0.000001,0,0,0,0.000001,0.000014,0.000022,0,0,0.000027,0.000022,0.000008,0.000004,0.000003,0.000003,0.000002,0.000004,0,0,0.000002,0.000002,0.000002,0.000001,0.000002,0,0.000005,0.000005,0.000004,0.000007,0.000011,0.000003,0.000018,0.000004,0.000005,0.000004,0.000021,0.000007,0.000014,0.000003,0.000001,0.000001,0.000001,0.000006,0.000007,0.000057
546267,Neisseria polysaccharea ATCC 43768,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria polysaccharea,Neisseria polysaccharea ATCC 43768,0.000004,0.000007,0.000006,0.000004,0.000013,0.000005,0.000005,0,0,0,0.000001,0.000001,0.000001,0.000004,0,0.000004,0,0.000003,0,0.000001,0,0.000001,0.000027,0.000015,0,0.00002,0.000003,0.000004,0.000001,0.000002,0.000011,0.000007,0.000002,0.000003,0.000001,0.000022,0.000005,0.000003,0.000001,0,0.000001,0,0.000005,0.000003,0.000002,0.00001,0.000009,0.000009,0.000002,0.000003,0.000011,0.000001,0.000013,0.00003,0.000002,0.000001,0.000001,0.000005,0.000008,0.000005,0.000014,0.000002
1032488,Neisseria shayeganii 871,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria shayeganii,Neisseria shayeganii 871,0.000007,0.000019,0.000015,0.00001,0.000031,0.000016,0.000018,0,0,0,0.000002,0.000002,0.000002,0,0,0,0,0,0,0.000001,0,0,0,0.000008,0,0,0.000011,0.000011,0.000007,0.000007,0.000012,0.000017,0.000003,0.000009,0.000001,0.000001,0.000004,0.000004,0.000006,0,0.000006,0.000003,0.000011,0.000008,0.000006,0.000008,0.000016,0.000007,0.000011,0.000006,0.000005,0.000003,0.00003,0.000046,0.000006,0.000004,0.000001,0.000003,0.000015,0.000007,0.000024,0.000001
547045,Neisseria sicca ATCC 29256,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria sicca,Neisseria sicca ATCC 29256,0.000006,0.000006,0.000006,0.000004,0.000011,0.000005,0.000006,0.000001,0.000001,0,0,0,0.000001,0,0,0,0.000001,0.000004,0,0,0,0.000001,0.000035,0.000011,0.000001,0,0.000006,0.000005,0.000003,0.000002,0.000005,0.000005,0.000001,0.00001,0,0,0.000002,0.000002,0.000002,0,0.000002,0,0.000002,0.000002,0.000002,0.000006,0.000008,0.000002,0.000001,0.000002,0.000002,0.000002,0.000018,0.000038,0.000001,0.000001,0,0.000002,0.000002,0.000005,0.000004,0.000001
1095748,Neisseria sicca VK64,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria sicca,Neisseria sicca VK64,0,0.000003,0.000002,0,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0.000001,0,0.000001,0,0,0,0,0,0.000001,0,0.000001,0,0,0.000003,0,0,0.000004,0,0,0.000005,0.000005,0.000016,0.000006,0,0,0,0,0.000001,0.000001,0
665946,Neisseria sp. GT4A_CT1,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria sp. GT4A_CT1,Neisseria sp. GT4A_CT1,0.000004,0.000007,0.000009,0.000004,0.000013,0.000005,0.000007,0.000001,0,0,0,0,0,0,0,0,0,0.000004,0,0,0,0.000001,0.000028,0.000023,0.000001,0,0.000005,0.000005,0.000004,0.000002,0.000005,0.000002,0.000001,0.000006,0.000001,0,0.000001,0.000002,0.000001,0,0.000003,0,0.000002,0.000004,0.000002,0.000003,0.000005,0.000003,0.000002,0.000003,0.000003,0.000001,0.000023,0.000033,0.000006,0.000001,0.000001,0.000004,0.000003,0.000004,0.000007,0.000002
641149,Neisseria sp. oral taxon 014 str. F0314,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria sp. oral taxon 014,Neisseria sp. oral taxon 014 str. F0314,0.000009,0.00001,0.000009,0.000006,0.000016,0.000008,0.000009,0.000001,0,0,0,0.000001,0.000001,0,0,0,0.000001,0.000001,0,0.000001,0,0.000001,0.000017,0.000005,0,0,0.000005,0.000004,0.000006,0.000004,0.000005,0.000004,0.000003,0.000004,0,0.000001,0.000002,0.000002,0.000003,0.000002,0.000004,0,0.000004,0.000005,0.000005,0.000006,0.000008,0.000005,0.000003,0.000001,0.000003,0.000003,0.000027,0.000059,0.000002,0.000002,0.000001,0.000005,0.000007,0.000005,0.000009,0.000001
1127694,Neisseria sp. oral taxon 020 str. F0370,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria sp. oral taxon 020,Neisseria sp. oral taxon 020 str. F0370,0.000002,0.000004,0.000009,0.000003,0.000011,0.000003,0.000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000006,0.000001,0.000001,0,0,0,0.000003,0.000002,0.000001,0.000003,0.000001,0.000001,0,0,0.000001,0,0.000001,0,0,0,0.000002,0.000001,0.000001,0.000001,0.000003,0.000001,0.000004,0,0.000001,0.000001,0.000005,0.000002,0,0.000001,0,0,0.000002,0.000002,0.000005,0
546268,Neisseria subflava NJ9703,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria subflava,Neisseria subflava NJ9703,0.000003,0.000005,0.000004,0.000005,0.000024,0.000006,0.000006,0.000001,0.000001,0,0,0,0,0,0.000001,0.000001,0.000001,0.000007,0,0,0,0.000001,0.000028,0.000034,0,0.000004,0.000064,0.000124,0.000001,0.000002,0.000004,0.000003,0.000003,0.000005,0.000002,0.000011,0.000004,0.000006,0.000005,0.000001,0.000004,0.000001,0.000004,0.000002,0.000005,0.000023,0.000005,0.000005,0.000007,0.000006,0.000025,0.000015,0.00002,0.000031,0.000016,0.000001,0.000002,0.000002,0.000011,0.000006,0.000008,0.000034
1030841,Neisseria wadsworthii 9715,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria wadsworthii,Neisseria wadsworthii 9715,0.000004,0.000008,0.000007,0.000007,0.000021,0.000007,0.000009,0.000001,0.000001,0,0,0,0.000001,0,0.000001,0,0.000001,0.000004,0,0.000001,0,0.000001,0.000034,0.000011,0,0,0.000008,0.000012,0.000005,0.000007,0.000009,0.000005,0.000002,0.000006,0.000001,0,0.000003,0.000004,0.000006,0,0.000005,0,0.000003,0.000008,0.000005,0.000011,0.000011,0.000007,0.000016,0.000002,0.000012,0.000008,0.000044,0.000079,0.000006,0.000005,0.000001,0.000002,0.000004,0.00001,0.000008,0.000002
1051972,Neisseria weaveri ATCC 51223,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria weaveri,Neisseria weaveri ATCC 51223,0.000001,0.000002,0.000003,0.000002,0.000004,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000006,0.000003,0,0,0,0.000002,0.000001,0.000002,0.000002,0.000003,0,0,0,0,0,0.000002,0.000001,0,0,0,0,0.000003,0.000002,0.000001,0.000001,0.000001,0.000002,0.000001,0,0.000008,0.000001,0.000002,0,0,0,0.000001,0.000002,0.000003,0.000004,0
